,상호명,상권업종중분류명,상권업종소분류명,도로명주소,역명,거리,역,검색어,naver_map_url
7010,장다리포차와부자치킨,유흥주점,소주방/포장마차,서울특별시 송파구 오금로 175,8호선 몽촌토성(평화의문),622.0563451716398,몽촌토성,몽촌토성역 장다리포차와부자치킨,
7011,제노까페,커피점/카페,커피전문점/카페/다방,서울특별시 구로구 구로동로 179,1호선 구로,539.270989804206,구로,구로역 제노까페,
7012,짬뽕별의블랙홀,중식,중국음식/중국집,서울특별시 송파구 백제고분로45길 27,8호선 석촌,398.60658150723276,석촌,석촌역 짬뽕별의블랙홀,https://pcmap.place.naver.com/restaurant/37483556/review/visitor#
7013,옛날국밥,한식,한식/백반/한정식,서울특별시 종로구 종로58길 12,1호선 동묘앞,126.36649649290422,동묘앞,동묘앞역 옛날국밥,
7014,농부네식당,일식/수산물,음식점-일식,서울특별시 광진구 동일로22길 70,2호선 건대입구,123.97647617949244,건대입구,건대입구역 농부네식당,
7015,리믹스앤더쿡,양식,정통양식/경양식,서울특별시 강남구 선릉로 653,분당 강남구청,164.97114347230226,강남구청,강남구청역 리믹스앤더쿡,
7016,푸짐한닭한마리,한식,한식/백반/한정식,서울특별시 금천구 탑골로 84,1호선 석수,2070.35467479467,석수,석수역 푸짐한닭한마리,
7017,곤트란쉐리에청담점,제과제빵떡케익,제과점,서울특별시 강남구 삼성로 726,7호선 청담,283.9117652212186,청담,청담역 곤트란쉐리에청담점,
7018,신짬뽕,중식,중국음식/중국집,서울특별시 양천구 오목로 141,5호선 신정(은행정),73.08041140984331,신정,신정역 신짬뽕,
7019,칭차이,중식,중국음식/중국집,서울특별시 영등포구 경인로 775,2호선 문래,373.04723499534964,문래,문래역 칭차이,https://pcmap.place.naver.com/restaurant/1598995346/review/visitor#
7020,연탄불곱창구이전문,한식,곱창/양구이전문,서울특별시 노원구 동일로190길 43-8,7호선 공릉(서울과학기술대),298.12361384728223,공릉,공릉역 연탄불곱창구이전문,
7021,홍구비어,유흥주점,호프/맥주,서울특별시 영등포구 당산로 34,2호선 문래,194.16550758301517,문래,문래역 홍구비어,https://pcmap.place.naver.com/restaurant/757031906/review/visitor#
7022,섬섬옥수,커피점/카페,커피전문점/카페/다방,서울특별시 은평구 백련산로 133-1,3호선 불광,1038.3554626532314,불광,불광역 섬섬옥수,https://pcmap.place.naver.com/restaurant/1891497846/review/visitor#
7023,유정,한식,한식/백반/한정식,서울특별시 강남구 개포로109길 34,분당 대모산입구,565.3847289915476,대모산입구,대모산입구역 유정,
7024,참나무장작구이,양식,정통양식/경양식,서울특별시 도봉구 덕릉로 219,4호선 쌍문,766.643463954006,쌍문,쌍문역 참나무장작구이,
7025,인디오븐개봉사랑점,제과제빵떡케익,제과점,서울특별시 구로구 개봉로20길 6,1호선 개봉,123.56123589548986,개봉,개봉역 인디오븐개봉사랑점,
7026,고봉민김밥인,분식,라면김밥분식,서울특별시 강서구 금낭화로 136,5호선 방화,40.781753587312366,방화,방화역 고봉민김밥인,
7027,킹콩이,커피점/카페,커피전문점/카페/다방,서울특별시 서초구 잠원로8길 25,3호선 잠원,97.14581441514284,잠원,잠원역 킹콩이,
7028,실비식당,한식,한식/백반/한정식,서울특별시 종로구 종로31길 54,1호선 종로5가,388.0608549046189,종로5가,종로5가역 실비식당,
7029,양철지붕,유흥주점,호프/맥주,서울특별시 성북구 인촌로26길 42-1,1호선 제기동,668.8380107357567,제기동,제기동역 양철지붕,
7030,루머스,유흥주점,호프/맥주,서울특별시 강동구 진황도로 9,8호선 천호(풍납토성),423.905615059276,천호,천호역 루머스,
7031,나폴레옹키오스크,커피점/카페,커피전문점/카페/다방,서울특별시 중구 세종대로21길 52,5호선 광화문(세종문화회관),207.0275833309485,광화문,광화문역 나폴레옹키오스크,https://pcmap.place.naver.com/restaurant/56855647/review/visitor#
7032,장충뫙족발,한식,한식/백반/한정식,서울특별시 노원구 상계로 317,4호선 당고개,159.41874441864906,당고개,당고개역 장충뫙족발,
7033,석탑호프치킨,닭/오리요리,후라이드/양념치킨,서울특별시 강남구 개포로109길 5,분당 대모산입구,202.71494372576828,대모산입구,대모산입구역 석탑호프치킨,
7034,투썸플레이스,커피점/카페,커피전문점/카페/다방,서울특별시 중구 소공로 63,4호선 회현(남대문시장),431.4084143557774,회현,회현역 투썸플레이스,
7035,일방통행국물즉석떡복이엔화덕피자,분식,떡볶이전문,서울특별시 강동구 성내로10길 16,8호선 강동구청,454.06239315918884,강동구청,강동구청역 일방통행국물즉석떡복이엔화덕피자,
7036,본가횟집,일식/수산물,횟집,서울특별시 중구 퇴계로88길 26,2호선 신당,457.1498699205147,신당,신당역 본가횟집,https://pcmap.place.naver.com/restaurant/1978599919/review/visitor#
7037,북경양꼬치,유흥주점,꼬치구이전문점,서울특별시 강서구 등촌로51길 4,9호선 등촌,233.1950038315408,등촌,등촌역 북경양꼬치,https://pcmap.place.naver.com/restaurant/172259037/review/visitor#
7038,BHC치킨염창점,닭/오리요리,후라이드/양념치킨,서울특별시 강서구 양천로 665,9호선 염창,580.9249323075989,염창,염창역 BHC치킨염창점,
7039,미스터숯불꼬치,유흥주점,꼬치구이전문점,서울특별시 도봉구 도봉로152길 23,1호선 방학,228.90010836068302,방학,방학역 미스터숯불꼬치,
7040,신촌설렁탕송파위례점,한식,설렁탕집,서울특별시 송파구 위례광장로 188,5호선 거여,881.3984463758127,거여,거여역 신촌설렁탕송파위례점,
7041,브이엑스메이트카페,커피점/카페,커피전문점/카페/다방,서울특별시 마포구 잔다리로 23,2호선 홍대입구,552.4657812787201,홍대입구,홍대입구역 브이엑스메이트카페,
7042,TS푸드앤시스템파파이스,패스트푸드,패스트푸드,서울특별시 강남구 자곡로 201,분당 수서,866.7497130861716,수서,수서역 TS푸드앤시스템파파이스,
7043,풍성식당,분식,국수/만두/칼국수,서울특별시 서초구 강남대로8길 46,D1 양재시민의숲(매헌),551.2058053192957,양재시민의숲,양재시민의숲역 풍성식당,https://pcmap.place.naver.com/restaurant/34016422/review/visitor#
7044,행복에뜰,한식,한식/백반/한정식,서울특별시 동대문구 경희대로1가길 8-1,경의중앙 회기,736.9270882484798,회기,회기역 행복에뜰,
7045,팔팔장어오반찬,한식,한식/백반/한정식,서울특별시 은평구 진관3로 67,3호선 구파발,414.34451165470915,구파발,구파발역 팔팔장어오반찬,
7046,북창동순두부,한식,한식/백반/한정식,서울특별시 서초구 매헌로 16,D1 양재시민의숲(매헌),525.12265039499,양재시민의숲,양재시민의숲역 북창동순두부,
7047,황제김밥,분식,라면김밥분식,서울특별시 강북구 도봉로 146,4호선 미아사거리,499.6294278869877,미아사거리,미아사거리역 황제김밥,
7048,캐슬프라하,양식,정통양식/경양식,서울특별시 서초구 강남대로 419,2호선 역삼,259.1077762344584,역삼,역삼역 캐슬프라하,
7049,맛보래즉석떡볶이,분식,떡볶이전문,서울특별시 종로구 인사동3길 9,3호선 안국,329.2941485803214,안국,안국역 맛보래즉석떡볶이,https://pcmap.place.naver.com/restaurant/11571063/review/visitor#
7050,포베이,양식,기타전문서양음식점,서울특별시 성북구 선잠로2길 20-14,4호선 한성대입구(삼선교),824.7868274293968,한성대입구,한성대입구역 포베이,
7051,사누끼,분식,라면김밥분식,서울특별시 도봉구 노해로63다길 14,4호선 창동,184.66900655741986,창동,창동역 사누끼,
7052,세정조개구이,한식,한식/백반/한정식,서울특별시 강동구 진황도로 87,5호선 강동,250.50968597726674,강동,강동역 세정조개구이,
7053,연자네포차,유흥주점,소주방/포장마차,서울특별시 노원구 한글비석로19길 7,4호선 상계,163.3755761252427,상계,상계역 연자네포차,
7054,더플래어,유흥주점,빠/카페/스탠드빠,서울특별시 광진구 동일로22길 65,2호선 건대입구,134.9966933439107,건대입구,건대입구역 더플래어,
7055,미가원,한식,한식/백반/한정식,서울특별시 강남구 언주로30길 10,분당 도곡,472.54002394093834,도곡,도곡역 미가원,
7056,상우네,분식,라면김밥분식,서울특별시 서초구 반포대로3길 31,3호선 남부터미널(예술의전당),624.8340012691554,남부터미널,남부터미널역 상우네,
7057,우리하우스,분식,라면김밥분식,서울특별시 서대문구 충정로9길 16,5호선 충정로(경기대입구),245.7166646936469,충정로,충정로역 우리하우스,
7058,우리둥지,분식,라면김밥분식,서울특별시 강서구 마곡중앙5로 81,9호선 신방화,297.27299954836354,신방화,신방화역 우리둥지,
7059,속닭속닭,한식,한식/백반/한정식,서울특별시 강북구 숭인로 67,4호선 미아사거리,200.9307147826647,미아사거리,미아사거리역 속닭속닭,
7060,마산아구찜복어찜,일식/수산물,해물찜/탕전문,서울특별시 송파구 삼학사로19길 7,2호선 잠실새내,741.1366047810236,잠실새내,잠실새내역 마산아구찜복어찜,
7061,카페달력,한식,한식/백반/한정식,서울특별시 은평구 연서로18길 28-2,3호선 연신내,463.88394455003663,연신내,연신내역 카페달력,https://pcmap.place.naver.com/restaurant/1667271970/review/visitor#
7062,영시미화랑대역점,분식,라면김밥분식,서울특별시 중랑구 신내로25가길 2,7호선 먹골,926.8972273581148,먹골,먹골역 영시미화랑대역점,
7063,브롱스,닭/오리요리,후라이드/양념치킨,서울특별시 강남구 봉은사로1길 27,9호선 신논현,151.12839447860887,신논현,신논현역 브롱스,
7064,흥부네,한식,한식/백반/한정식,서울특별시 중랑구 용마산로129길 32,경의중앙 양원(서울시북부병원),984.3896414599077,양원,양원역 흥부네,
7065,허술한집2,분식,라면김밥분식,서울특별시 강서구 공항대로3길 7,5호선 송정,117.8752321171512,송정,송정역 허술한집2,
7066,씽씽,유흥주점,룸살롱/단란주점,서울특별시 강남구 언주로136길 10,분당 강남구청,547.922954228903,강남구청,강남구청역 씽씽,
7067,명가김밥,분식,라면김밥분식,서울특별시 강남구 남부순환로 2942,3호선 대치,138.32286051638346,대치,대치역 명가김밥,
7068,초코렛,유흥주점,룸살롱/단란주점,서울특별시 동대문구 사가정로 238,경의중앙 중랑,1195.6008916010585,중랑,중랑역 초코렛,
7069,BHC치킨행당점,닭/오리요리,후라이드/양념치킨,서울특별시 성동구 행당로17길 1-57,5호선 행당,413.58444879092605,행당,행당역 BHC치킨행당점,
7070,초당손두부,한식,두부요리전문,서울특별시 송파구 송파대로45길 12,8호선 석촌,121.27355717978052,석촌,석촌역 초당손두부,https://pcmap.place.naver.com/restaurant/18485681/review/visitor#
7071,엠브라운이너트가스시스템즈코리아,일식/수산물,음식점-초밥전문,서울특별시 강서구 양천로 401,9호선 가양,753.8503857902163,가양,가양역 엠브라운이너트가스시스템즈코리아,https://pcmap.place.naver.com/restaurant/37207575/review/visitor#
7072,인광로스팅커피,커피점/카페,커피전문점/카페/다방,서울특별시 송파구 송파대로 397,8호선 송파,413.38970186751135,송파,송파역 인광로스팅커피,
7073,옛날국수집,분식,라면김밥분식,서울특별시 양천구 화곡로 102,5호선 우장산,734.0146453125461,우장산,우장산역 옛날국수집,https://pcmap.place.naver.com/restaurant/1506451529/review/visitor#
7074,세븐투텐,커피점/카페,커피전문점/카페/다방,서울특별시 구로구 구로동로43길 44-6,1호선 구로,465.7324977970887,구로,구로역 세븐투텐,
7075,구오커피,한식,한식/백반/한정식,서울특별시 강남구 헌릉로590길 100,분당 수서,1599.7716191689105,수서,수서역 구오커피,
7076,대광수산,일식/수산물,음식점-일식,서울특별시 강북구 도봉로96길 30,4호선 수유(강북구청),308.34312326497434,수유,수유역 대광수산,
7077,병규돈까스,양식,돈가스전문점,서울특별시 중랑구 동일로157길 19,7호선 먹골,132.24874574068158,먹골,먹골역 병규돈까스,https://pcmap.place.naver.com/restaurant/18206039/review/visitor#
7078,잠실빈스토리,커피점/카페,커피전문점/카페/다방,서울특별시 송파구 올림픽로12길 50,9호선 종합운동장,773.9813303142622,종합운동장,종합운동장역 잠실빈스토리,
7079,태기떡집,제과제빵떡케익,떡전문,서울특별시 서초구 논현로 67,3호선 매봉,734.4336983111905,매봉,매봉역 태기떡집,https://pcmap.place.naver.com/restaurant/1445136865/review/visitor#
