,상호명,상권업종중분류명,상권업종소분류명,도로명주소,역명,거리,역,검색어,naver_map_url
4025,현대그린푸드,음식배달서비스,음식출장조달,서울특별시 강남구 테헤란로 517,2호선 삼성(무역센터),369.48338557588517,삼성,삼성역 현대그린푸드,
4026,신텐디,중식,중국음식/중국집,서울특별시 영등포구 대림로 87,2호선 구로디지털단지,448.81927514156405,구로디지털단지,구로디지털단지역 신텐디,https://pcmap.place.naver.com/restaurant/1975709019/review/visitor#
4027,시골밥상,일식/수산물,음식점-일식,서울특별시 강남구 개포로25길 6,3호선 매봉,549.6005206112204,매봉,매봉역 시골밥상,https://pcmap.place.naver.com/restaurant/18423901/review/visitor#
4028,고봉민김밥인서울,분식,라면김밥분식,서울특별시 광진구 능동로 271,5호선 군자(능동),302.06811185982724,군자,군자역 고봉민김밥인서울,
4029,카페하파라이,커피점/카페,커피전문점/카페/다방,서울특별시 강남구 선릉로76길 40,분당 한티,409.5003037769798,한티,한티역 카페하파라이,
4030,미추원주추어탕,한식,추어탕전문,서울특별시 관악구 관악로6길 7,2호선 서울대입구(관악구청),425.780758700756,서울대입구,서울대입구역 미추원주추어탕,
4031,BeansGarden,커피점/카페,커피전문점/카페/다방,서울특별시 강남구 테헤란로 411,9호선 삼성중앙,483.51680056131653,삼성중앙,삼성중앙역 BeansGarden,https://pcmap.place.naver.com/restaurant/18445585/review/visitor#
4032,수제비와보리밥,한식,보리밥전문,서울특별시 종로구 자하문로5길 4,3호선 경복궁(정부서울청사),221.29140776270526,경복궁,경복궁역 수제비와보리밥,https://pcmap.place.naver.com/restaurant/13159157/review/visitor#
4033,BM카페,커피점/카페,커피전문점/카페/다방,서울특별시 강서구 공항대로 389,9호선 가양,473.0579531005925,가양,가양역 BM카페,
4034,글로리아서비스,양식,정통양식/경양식,서울특별시 동대문구 왕산로 14,1호선 신설동,81.38890898394776,신설동,신설동역 글로리아서비스,
4035,에프씨17,제과제빵떡케익,제과점,서울특별시 송파구 올림픽로 240,8호선 잠실(송파구청),718.3177252139183,잠실,잠실역 에프씨17,
4036,미가소머리국밥,한식,해장국/감자탕,서울특별시 은평구 불광로18길 9,3호선 불광,866.4827353754011,불광,불광역 미가소머리국밥,
4037,황금유황오리전문점부추덕,한식,한식/백반/한정식,서울특별시 강남구 밤고개로1길 10,분당 수서,44.48538662334691,수서,수서역 황금유황오리전문점부추덕,https://pcmap.place.naver.com/restaurant/38325686/review/visitor#
4038,구이대학,한식,한식/백반/한정식,서울특별시 중구 퇴계로56길 55,3호선 동대입구,150.30632452906377,동대입구,동대입구역 구이대학,https://pcmap.place.naver.com/restaurant/20896644/review/visitor#
4039,코코호도서울신천점,제과제빵떡케익,제과점,서울특별시 송파구 석촌호수로 61,2호선 잠실새내,493.49988830245,잠실새내,잠실새내역 코코호도서울신천점,
4040,화룽식부,중식,중국음식/중국집,서울특별시 영등포구 대림로29길 13,7호선 대림(구로구청),236.14506076015286,대림,대림역 화룽식부,
4041,호남식당,한식,한식/백반/한정식,서울특별시 용산구 한강대로62나길 14,4호선 삼각지,163.3101798018539,삼각지,삼각지역 호남식당,
4042,대복집,일식/수산물,복전문,서울특별시 은평구 통일로83길 6-10,3호선 연신내,248.09574292992372,연신내,연신내역 대복집,https://pcmap.place.naver.com/restaurant/37098447/review/visitor#
4043,도쿄짬뽕,중식,중국음식/중국집,서울특별시 마포구 성암로 330,경의중앙 수색,1214.085523013308,수색,수색역 도쿄짬뽕,https://pcmap.place.naver.com/restaurant/38491854/review/visitor#
4044,짬뽕지존,중식,중국음식/중국집,서울특별시 강남구 테헤란로10길 21,2호선 역삼,510.6346869174012,역삼,역삼역 짬뽕지존,
4045,윤화돈까스전문점,양식,돈가스전문점,서울특별시 송파구 중대로 245,5호선 오금,312.4724376283056,오금,오금역 윤화돈까스전문점,https://pcmap.place.naver.com/restaurant/30885656/review/visitor#
4046,군산회집,일식/수산물,횟집,서울특별시 강서구 방화대로44길 24-14,9호선 신방화,320.80328654462954,신방화,신방화역 군산회집,
4047,송주불냉면,한식,냉면집,서울특별시 금천구 시흥대로138길 29,2호선 구로디지털단지,838.5868482297328,구로디지털단지,구로디지털단지역 송주불냉면,
4048,리틀제이콥스,커피점/카페,커피전문점/카페/다방,서울특별시 강남구 테헤란로27길 16,9호선 언주,537.952887538714,언주,언주역 리틀제이콥스,
4049,바지락칼국수,분식,국수/만두/칼국수,서울특별시 강동구 천중로 195,5호선 길동,263.947451395446,길동,길동역 바지락칼국수,
4050,방이골밥상,한식,한식/백반/한정식,서울특별시 송파구 송이로20길 4,8호선 가락시장,396.92003705848435,가락시장,가락시장역 방이골밥상,https://pcmap.place.naver.com/restaurant/18877631/review/visitor#
4051,진미각,중식,중국음식/중국집,서울특별시 중랑구 겸재로 225,7호선 면목,579.7331782785832,면목,면목역 진미각,https://pcmap.place.naver.com/restaurant/34349551/review/visitor#
4052,까페비아,커피점/카페,커피전문점/카페/다방,서울특별시 강남구 언주로98길 26,9호선 선정릉,410.56501368417685,선정릉,선정릉역 까페비아,
4053,놀부왕십리역부대찌개앤철판구이,한식,부대찌개/섞어찌개,서울특별시 성동구 왕십리로 319,2호선 왕십리,371.3561949777277,왕십리,왕십리역 놀부왕십리역부대찌개앤철판구이,https://pcmap.place.naver.com/restaurant/21546162/review/visitor#
4054,간단하지만특별한화피디Cafe,커피점/카페,커피전문점/카페/다방,서울특별시 강남구 도곡로 442,3호선 대치,561.0824882256229,대치,대치역 간단하지만특별한화피디Cafe,
4055,간단하지만특별한화피디Cafe,커피점/카페,커피전문점/카페/다방,서울특별시 구로구 고척로27길 90,1호선 오류동,701.7667097232035,오류동,오류동역 간단하지만특별한화피디Cafe,
4056,성성식당,한식,한식/백반/한정식,서울특별시 동작구 사당로16길 18,7호선 남성,202.8236014323412,남성,남성역 성성식당,
4057,김밥타운,분식,라면김밥분식,서울특별시 중랑구 망우로 266,경의중앙 상봉,366.84534698950654,상봉,상봉역 김밥타운,
4058,델리아마도르,제과제빵떡케익,제과점,서울특별시 강남구 언주로 640,9호선 언주,495.297898862552,언주,언주역 델리아마도르,
4059,BHC치킨,닭/오리요리,후라이드/양념치킨,서울특별시 도봉구 덕릉로 398,1호선 녹천,246.0950579412646,녹천,녹천역 BHC치킨,
4060,미스터초밥전문점,일식/수산물,음식점-초밥전문,서울특별시 도봉구 마들로 693,1호선 방학,434.7875354058965,방학,방학역 미스터초밥전문점,
4061,프롬하와이마곡역점,유흥주점,기타일반유흥주점,서울특별시 강서구 마곡동로3길 26,9호선 마곡나루,554.6490429709467,마곡나루,마곡나루역 프롬하와이마곡역점,
4062,오로라,유흥주점,룸살롱/단란주점,서울특별시 강남구 선릉로92길 6,9호선 삼성중앙,435.143614737107,삼성중앙,삼성중앙역 오로라,
4063,동마곱창,한식,곱창/양구이전문,서울특별시 동대문구 왕산로32길 62,1호선 청량리(서울시립대입구),415.1787684489902,청량리,청량리역 동마곱창,https://pcmap.place.naver.com/restaurant/20892973/review/visitor#
4064,룰루랄라종점,한식,한식/백반/한정식,서울특별시 서대문구 응암로1길 18,경의중앙 가좌,1019.0753635534816,가좌,가좌역 룰루랄라종점,
4065,해오름꽃게아귀찜,한식,한식/백반/한정식,서울특별시 동대문구 망우로21길 24,1호선 외대앞,350.04482196753924,외대앞,외대앞역 해오름꽃게아귀찜,
4066,엔제리너스,커피점/카페,커피전문점/카페/다방,서울특별시 송파구 오금로 87,8호선 잠실(송파구청),356.81071445836983,잠실,잠실역 엔제리너스,
4067,송정민물장어,일식/수산물,민물장어전문,서울특별시 강남구 삼성로 546,7호선 청담,675.463444273256,청담,청담역 송정민물장어,
4068,현대옥,한식,한식/백반/한정식,서울특별시 용산구 한강대로21나길 7,경의중앙 용산,111.27823772936092,용산,용산역 현대옥,
4069,비이공팔,유흥주점,호프/맥주,서울특별시 종로구 자하문로 236,3호선 경복궁(정부서울청사),1648.4722564046942,경복궁,경복궁역 비이공팔,
4070,에스카페,커피점/카페,커피전문점/카페/다방,서울특별시 강남구 도곡로4길 9,D1 양재(서초구청),311.0813292185187,양재,양재역 에스카페,
4071,명인만두,분식,국수/만두/칼국수,서울특별시 서초구 방배로 195,2호선 방배,904.0117120853099,방배,방배역 명인만두,
4072,죽이야기,별식/퓨전요리,죽전문점,서울특별시 서초구 강남대로 515,7호선 학동,223.20958779295376,학동,학동역 죽이야기,
4073,치킨마루북가좌서부점,닭/오리요리,후라이드/양념치킨,서울특별시 서대문구 응암로1길 18,경의중앙 가좌,1019.0753635534816,가좌,가좌역 치킨마루북가좌서부점,
4074,간단하지만특별한화피디Cafe,커피점/카페,커피전문점/카페/다방,서울특별시 관악구 신림로3길 35,2호선 봉천,1065.2058529515125,봉천,봉천역 간단하지만특별한화피디Cafe,
4075,우이동갈비마을우이점,닭/오리요리,오리고기전문,서울특별시 강북구 삼양로181길 45,우이신설 솔밭공원,729.6276444862724,솔밭공원,솔밭공원역 우이동갈비마을우이점,
4076,커피나무,커피점/카페,커피전문점/카페/다방,서울특별시 양천구 목동서로 133-4,5호선 오목교(목동운동장앞),518.0319051285396,오목교,오목교역 커피나무,
4077,낙지촌,한식,한식/백반/한정식,서울특별시 마포구 와우산로 83,2호선 홍대입구,324.16733555559813,홍대입구,홍대입구역 낙지촌,
4078,고구려짬뽕10101,중식,중국음식/중국집,서울특별시 양천구 남부순환로 361,5호선 우장산,1235.0162188731128,우장산,우장산역 고구려짬뽕10101,
4079,이바돔감자탕,한식,해장국/감자탕,서울특별시 구로구 오류로 20,7호선 천왕,79.78446634542235,천왕,천왕역 이바돔감자탕,
4080,호라이즌식스틴,제과제빵떡케익,제과점,서울특별시 마포구 성미산로29길 46,2호선 홍대입구,645.1404332877363,홍대입구,홍대입구역 호라이즌식스틴,https://pcmap.place.naver.com/restaurant/1033413570/review/visitor#
4081,광명숯불갈비,한식,갈비/삼겹살,서울특별시 금천구 금하로1길 93,1호선 금천구청,557.4626713860597,금천구청,금천구청역 광명숯불갈비,https://pcmap.place.naver.com/restaurant/36434426/review/visitor#
4082,개포가든,한식,한식/백반/한정식,서울특별시 강남구 선릉로6길 19,분당 구룡,426.58981216403123,구룡,구룡역 개포가든,
4083,서울쌈냉면숙대점,한식,냉면집,서울특별시 용산구 청파로47길 47-5,1호선 남영,438.3277452002577,남영,남영역 서울쌈냉면숙대점,
4084,전주식당,한식,한식/백반/한정식,서울특별시 성동구 왕십리로 385,2호선 상왕십리,258.16362751582653,상왕십리,상왕십리역 전주식당,
4085,실비집,유흥주점,소주방/포장마차,서울특별시 종로구 종로18길 33,1호선 종로3가,126.77722674833656,종로3가,종로3가역 실비집,
4086,가장좋은커피,커피점/카페,커피전문점/카페/다방,서울특별시 서대문구 통일로 460,3호선 홍제,316.67507199404685,홍제,홍제역 가장좋은커피,
4087,돈내코똥돼지,한식,갈비/삼겹살,서울특별시 강서구 양천로 696,9호선 염창,305.9542270973781,염창,염창역 돈내코똥돼지,
4088,싱싱회수산,일식/수산물,수산물전문음식점-종합,서울특별시 성북구 솔샘로4길 52,우이신설 북한산보국문,220.70964491821968,북한산보국문,북한산보국문역 싱싱회수산,
4089,망명정부,커피점/카페,커피전문점/카페/다방,서울특별시 마포구 잔다리로3안길 36,2호선 합정,544.4632927374221,합정,합정역 망명정부,
4090,예쁜돼지,한식,갈비/삼겹살,서울특별시 강남구 압구정로48길 24,분당 압구정로데오,535.9750494941893,압구정로데오,압구정로데오역 예쁜돼지,
4091,비어캐빈광장점,유흥주점,호프/맥주,서울특별시 광진구 아차산로 613,5호선 광나루(장신대),376.6471056972058,광나루,광나루역 비어캐빈광장점,
4092,콤비나,유흥주점,빠/카페/스탠드빠,서울특별시 중랑구 동일로 762,7호선 중화,239.49644290166023,중화,중화역 콤비나,
4093,페리카나홍은2점,닭/오리요리,후라이드/양념치킨,서울특별시 서대문구 홍은중앙로 110-2,3호선 홍제,931.3445159974876,홍제,홍제역 페리카나홍은2점,
4094,옛골주막,유흥주점,민속주점,서울특별시 노원구 노해로83길 18-3,4호선 노원,272.46935275202003,노원,노원역 옛골주막,https://pcmap.place.naver.com/restaurant/33133678/review/visitor#
4095,서울마님죽,분식,라면김밥분식,서울특별시 영등포구 영등포로45길 24-2,5호선 영등포시장,413.74949086868105,영등포시장,영등포시장역 서울마님죽,
4096,달콤,커피점/카페,커피전문점/카페/다방,서울특별시 광진구 면목로 67-4,5호선 군자(능동),289.4667608327038,군자,군자역 달콤,
4097,할리스커피,커피점/카페,커피전문점/카페/다방,서울특별시 강남구 강남대로 426,2호선 역삼,238.45823324845227,역삼,역삼역 할리스커피,
4098,화평동냉면까치산점,한식,냉면집,서울특별시 강서구 곰달래로25길 63,5호선 까치산,204.38097345374183,까치산,까치산역 화평동냉면까치산점,https://pcmap.place.naver.com/restaurant/34191250/review/visitor#
4099,바다회,일식/수산물,횟집,서울특별시 금천구 범안로 1244,1호선 금천구청,899.4117755007829,금천구청,금천구청역 바다회,
4100,프레쉬버거동부이촌점,패스트푸드,패스트푸드,서울특별시 용산구 이촌로84길 9,경의중앙 이촌,459.6498084347178,이촌,이촌역 프레쉬버거동부이촌점,
4101,빨간모자피자,패스트푸드,피자전문,서울특별시 서초구 효령로 96,2호선 방배,283.8412554418058,방배,방배역 빨간모자피자,
4102,숯불바베큐,닭/오리요리,후라이드/양념치킨,서울특별시 관악구 관악로 156,2호선 서울대입구(관악구청),133.44206114213748,서울대입구,서울대입구역 숯불바베큐,
4103,땡큐맘치킨,닭/오리요리,후라이드/양념치킨,서울특별시 성동구 매봉길 17,3호선 금호,191.13820314136169,금호,금호역 땡큐맘치킨,
4104,한성식당,한식,한식/백반/한정식,서울특별시 도봉구 방학로5길 41,1호선 방학,810.2937411876076,방학,방학역 한성식당,
4105,이뉴,닭/오리요리,후라이드/양념치킨,서울특별시 서초구 방배로28길 89,2호선 방배,695.6526923659359,방배,방배역 이뉴,https://pcmap.place.naver.com/restaurant/11664463/review/visitor#
4106,바다회포장전문,일식/수산물,음식점-일식,서울특별시 은평구 응암로4길 18-49,경의중앙 가좌,1253.1554783672564,가좌,가좌역 바다회포장전문,https://pcmap.place.naver.com/restaurant/1613430268/review/visitor#
4107,스타벅스논현힐탑,커피점/카페,커피전문점/카페/다방,서울특별시 강남구 논현로 648,9호선 언주,353.50569686084367,언주,언주역 스타벅스논현힐탑,
4108,태양단란주점,유흥주점,룸살롱/단란주점,서울특별시 광진구 긴고랑로 50,7호선 중곡,362.44039958743525,중곡,중곡역 태양단란주점,
4109,파리바게뜨,제과제빵떡케익,제과점,서울특별시 서초구 서초중앙로 242,7호선 반포,289.2384648167158,반포,반포역 파리바게뜨,
4110,술한잔어때요,유흥주점,호프/맥주,서울특별시 용산구 원효로 133,경의중앙 효창공원앞,524.5174445414702,효창공원앞,효창공원앞역 술한잔어때요,https://pcmap.place.naver.com/restaurant/1643943494/review/visitor#
4111,야드리2,한식,한식/백반/한정식,서울특별시 관악구 봉천로 221-8,2호선 신림,557.2174027652729,신림,신림역 야드리2,
4112,크레이지놈바,유흥주점,빠/카페/스탠드빠,서울특별시 동작구 동작대로27길 15,4호선 총신대입구(이수),128.78956608057095,총신대입구,총신대입구역 크레이지놈바,
4113,솔바람레스토랑,양식,정통양식/경양식,서울특별시 광진구 아차산로 288,7호선 어린이대공원(세종대),594.4855491764488,어린이대공원,어린이대공원역 솔바람레스토랑,
4114,산천,한식,한식/백반/한정식,서울특별시 용산구 청파로 378,4호선 숙대입구(갈월),291.6831903253038,숙대입구,숙대입구역 산천,
4115,TAETEA대익보이차,커피점/카페,커피전문점/카페/다방,서울특별시 강남구 테헤란로 119,2호선 역삼,271.2162788021908,역삼,역삼역 TAETEA대익보이차,
4116,숙자네대구탕,일식/수산물,매운탕전문,서울특별시 영등포구 국제금융로6길 33,5호선 여의도,187.4773863166875,여의도,여의도역 숙자네대구탕,https://pcmap.place.naver.com/restaurant/1462511681/review/visitor#
4117,토속골사철탕,별식/퓨전요리,사철탕전문,서울특별시 중구 수표로10길 5-16,2호선 을지로입구,162.8228126849954,을지로입구,을지로입구역 토속골사철탕,https://pcmap.place.naver.com/restaurant/35162834/review/visitor#
4118,낙지수제비해물탕,일식/수산물,낙지/오징어,서울특별시 강남구 양재대로35길 6,3호선 일원,417.9360148786038,일원,일원역 낙지수제비해물탕,
4119,마카나이,일식/수산물,음식점-일식,서울특별시 노원구 상계로1길 14-29,4호선 노원,99.06626573770723,노원,노원역 마카나이,
4120,훈훈한돼지,한식,한식/백반/한정식,서울특별시 서대문구 연희로32길 20,경의중앙 신촌,1238.7291391215379,신촌,신촌역 훈훈한돼지,
4121,춘천터닭갈비,한식,갈비/삼겹살,서울특별시 강동구 양재대로128길 47,5호선 굽은다리(강동구민회관앞),283.05919459655325,굽은다리,굽은다리역 춘천터닭갈비,
4122,버무리떡볶이,분식,떡볶이전문,서울특별시 강동구 구천면로 212,8호선 천호(풍납토성),366.07458114790535,천호,천호역 버무리떡볶이,
4123,헨델과그레텔장충점,커피점/카페,커피전문점/카페/다방,서울특별시 중구 동호로 241,3호선 동대입구,158.49769340166299,동대입구,동대입구역 헨델과그레텔장충점,
4124,갈현동부대찌개,한식,부대찌개/섞어찌개,서울특별시 은평구 갈현로43길 1-2,3호선 연신내,610.1697104853232,연신내,연신내역 갈현동부대찌개,
4125,명오뎅빠,유흥주점,소주방/포장마차,서울특별시 강남구 역삼로4길 16,2호선 강남,525.9410655748635,강남,강남역 명오뎅빠,https://pcmap.place.naver.com/restaurant/1174346008/review/visitor#
4126,우리집밥상,한식,한식/백반/한정식,서울특별시 강동구 천호대로 1073,5호선 강동,310.2972778387125,강동,강동역 우리집밥상,
4127,대흥정육식당,한식,한식/백반/한정식,서울특별시 중랑구 봉우재로 8,경의중앙 중랑,402.40364572535805,중랑,중랑역 대흥정육식당,
4128,92도씨,커피점/카페,커피전문점/카페/다방,서울특별시 용산구 이촌로 248,경의중앙 이촌,245.68000689686576,이촌,이촌역 92도씨,
4129,아리아,유흥주점,호프/맥주,서울특별시 구로구 남부순환로97길 11,1호선 개봉,48.166029875884895,개봉,개봉역 아리아,
4130,카네기미인촌,유흥주점,룸살롱/단란주점,서울특별시 동대문구 장한로 113,5호선 장한평,913.8729104303352,장한평,장한평역 카네기미인촌,
4131,빈트리225,커피점/카페,커피전문점/카페/다방,서울특별시 마포구 와우산로21길 31,2호선 홍대입구,345.55798477243934,홍대입구,홍대입구역 빈트리225,
4132,용구비어,유흥주점,호프/맥주,서울특별시 중구 동호로 193-12,3호선 약수,171.0129195071089,약수,약수역 용구비어,
4133,넘버텐,유흥주점,호프/맥주,서울특별시 강남구 강남대로 328,2호선 강남,419.7828428947779,강남,강남역 넘버텐,https://pcmap.place.naver.com/restaurant/20054031/review/visitor#
4134,임실치즈피자,패스트푸드,피자전문,서울특별시 양천구 목동서로 389,5호선 목동,833.746002679974,목동,목동역 임실치즈피자,
4135,청정신낙지,일식/수산물,낙지/오징어,서울특별시 성북구 오패산로3길 9,4호선 미아사거리,1030.956755112263,미아사거리,미아사거리역 청정신낙지,https://pcmap.place.naver.com/restaurant/20210838/review/visitor#
4136,진우동,분식,우동전문점,서울특별시 동대문구 망우로 120,1호선 외대앞,479.6787970374466,외대앞,외대앞역 진우동,
4137,라무진,한식,한식/백반/한정식,서울특별시 송파구 송이로 99,3호선 경찰병원,478.8216231440113,경찰병원,경찰병원역 라무진,
4138,간단하지만특별한화피디Cafe,커피점/카페,커피전문점/카페/다방,서울특별시 서초구 동작대로 108,4호선 총신대입구(이수),113.62736514490938,총신대입구,총신대입구역 간단하지만특별한화피디Cafe,
4139,간단하지만특별한화피디Cafe,커피점/카페,커피전문점/카페/다방,서울특별시 강남구 언주로 721,3호선 압구정,698.4785764617355,압구정,압구정역 간단하지만특별한화피디Cafe,
4140,텐시노키친,양식,기타전문서양음식점,서울특별시 중구 통일로 92,5호선 서대문,303.11006801931734,서대문,서대문역 텐시노키친,https://pcmap.place.naver.com/restaurant/11674473/review/visitor#
4141,고모네간식,한식,한식/백반/한정식,서울특별시 은평구 은평로21길 52,3호선 불광,484.1042627122879,불광,불광역 고모네간식,
4142,티앤지네트웍스,분식,국수/만두/칼국수,서울특별시 서대문구 서소문로 43-22,2호선 충정로(경기대입구),189.7748030288801,충정로,충정로역 티앤지네트웍스,
4143,카우카우,유흥주점,호프/맥주,서울특별시 강남구 강남대로98길 11,2호선 역삼,206.32240479605636,역삼,역삼역 카우카우,
4144,우미낙지마을,일식/수산물,낙지/오징어,서울특별시 강남구 논현로93길 6,9호선 언주,384.88753422818115,언주,언주역 우미낙지마을,
4145,고구려짬뽕10101,중식,중국음식/중국집,서울특별시 금천구 시흥대로52길 7,1호선 금천구청,982.3857114806784,금천구청,금천구청역 고구려짬뽕10101,
4146,마이덕,한식,한식/백반/한정식,서울특별시 서초구 강남대로6길 16,D1 양재시민의숲(매헌),451.1247592987331,양재시민의숲,양재시민의숲역 마이덕,
4147,김밥마을,분식,라면김밥분식,서울특별시 금천구 가산디지털2로 67,1호선 가산디지털단지,550.6730263935425,가산디지털단지,가산디지털단지역 김밥마을,
4148,이레죽,한식,한식/백반/한정식,서울특별시 은평구 불광로 20,3호선 불광,64.66525700121566,불광,불광역 이레죽,
4149,빵팔오,제과제빵떡케익,제과점,서울특별시 노원구 상계로1길 54-4,4호선 노원,168.8775958890357,노원,노원역 빵팔오,https://pcmap.place.naver.com/restaurant/37536692/review/visitor#
4150,할리스커피,커피점/카페,커피전문점/카페/다방,서울특별시 양천구 목동서로 225,5호선 오목교(목동운동장앞),432.63499457528326,오목교,오목교역 할리스커피,
4151,국빈중국집,중식,중국음식/중국집,서울특별시 노원구 중계로16가길 29,4호선 상계,1235.4651808824628,상계,상계역 국빈중국집,https://pcmap.place.naver.com/restaurant/18048591/review/visitor#
4152,한솥도시락남산힐튼호텔옆점,패스트푸드,도시락전문점,서울특별시 용산구 후암로 85,4호선 서울역,357.44132813699775,서울역,서울역역 한솥도시락남산힐튼호텔옆점,
4153,미아리우동집,분식,라면김밥분식,서울특별시 도봉구 시루봉로 88,4호선 쌍문,1008.1843180618581,쌍문,쌍문역 미아리우동집,
4154,충무식당,한식,한식/백반/한정식,서울특별시 중랑구 용마산로118길 70,경의중앙 양원(서울시북부병원),544.3471719616725,양원,양원역 충무식당,
4155,장터식당,한식,한식/백반/한정식,서울특별시 강북구 도봉로65길 8,4호선 미아,70.09119247954736,미아,미아역 장터식당,
4156,전주식당,한식,한식/백반/한정식,서울특별시 영등포구 영신로30길 16,5호선 영등포시장,352.7640894538563,영등포시장,영등포시장역 전주식당,
4157,chefscafe,커피점/카페,커피전문점/카페/다방,서울특별시 은평구 연서로 455,3호선 구파발,1690.2548211171177,구파발,구파발역 chefscafe,
4158,주재근베이커리,제과제빵떡케익,제과점,서울특별시 용산구 보광로 21,경의중앙 한남,1150.6465722939784,한남,한남역 주재근베이커리,https://pcmap.place.naver.com/restaurant/1814087532/review/visitor#
4159,모니치킨호프,닭/오리요리,후라이드/양념치킨,서울특별시 금천구 시흥대로52길 70,1호선 금천구청,850.9289856986211,금천구청,금천구청역 모니치킨호프,
4160,가네샤,양식,카레전문점,서울특별시 강서구 마곡동로3길 26,9호선 마곡나루,554.6490429709467,마곡나루,마곡나루역 가네샤,https://pcmap.place.naver.com/restaurant/1513466352/review/visitor#
4161,송어의꿈,유흥주점,호프/맥주,서울특별시 영등포구 경인로 801-1,1호선 영등포,518.5405116301561,영등포,영등포역 송어의꿈,https://pcmap.place.naver.com/restaurant/1964580203/review/visitor#
4162,호치킨하우스,닭/오리요리,후라이드/양념치킨,서울특별시 송파구 동남로18길 29,5호선 개롱,314.4897600321736,개롱,개롱역 호치킨하우스,
4163,샐프레소,커피점/카페,커피전문점/카페/다방,서울특별시 강남구 자곡로 180,분당 수서,929.7467756779467,수서,수서역 샐프레소,
4164,대박식당,한식,한식/백반/한정식,서울특별시 성동구 마장로31가길 12,5호선 마장,509.28253177827486,마장,마장역 대박식당,
4165,스페이스M,커피점/카페,커피전문점/카페/다방,서울특별시 종로구 윤보선길 27,3호선 안국,238.35606520711428,안국,안국역 스페이스M,
4166,엔제리너스삼성백암아트홀점,커피점/카페,커피전문점/카페/다방,서울특별시 강남구 테헤란로113길 7,2호선 삼성(무역센터),334.0294236606016,삼성,삼성역 엔제리너스삼성백암아트홀점,
4167,인사동하나로회관,한식,한식/백반/한정식,서울특별시 종로구 인사동5길 25,1호선 종각,270.8511801764924,종각,종각역 인사동하나로회관,https://pcmap.place.naver.com/restaurant/11818103/review/visitor#
4168,배스킨라빈스31,패스트푸드,아이스크림판매,서울특별시 강남구 봉은사로 474,9호선 삼성중앙,386.9345227389221,삼성중앙,삼성중앙역 배스킨라빈스31,
4169,도쿄짬뽕,중식,중국음식/중국집,서울특별시 마포구 월드컵북로 396,경의중앙 수색,686.2674076534311,수색,수색역 도쿄짬뽕,https://pcmap.place.naver.com/restaurant/38491854/review/visitor#
4170,소문난성수감자탕,한식,해장국/감자탕,서울특별시 성동구 연무장길 45,2호선 성수,305.1412452645579,성수,성수역 소문난성수감자탕,
4171,사거리포장마차,유흥주점,소주방/포장마차,서울특별시 동작구 사당로27길 91,7호선 남성,424.9402990240098,남성,남성역 사거리포장마차,https://pcmap.place.naver.com/restaurant/20876707/review/visitor#
4172,정스시,일식/수산물,음식점-초밥전문,서울특별시 송파구 오금로46길 14,5호선 개롱,265.6479798164603,개롱,개롱역 정스시,
4173,스타벅스,커피점/카페,커피전문점/카페/다방,서울특별시 강서구 강서로 388,9호선 양천향교,587.0172556987676,양천향교,양천향교역 스타벅스,
4174,건산하우스,한식,한식/백반/한정식,서울특별시 서초구 서초대로78길 42,2호선 강남,200.7983349442456,강남,강남역 건산하우스,
4175,더블하모니,커피점/카페,커피전문점/카페/다방,서울특별시 마포구 동교로12안길 29,2호선 합정,288.57348135934024,합정,합정역 더블하모니,https://pcmap.place.naver.com/restaurant/35769418/review/visitor#
4176,마포껍데기,한식,한식/백반/한정식,서울특별시 강동구 구천면로 346,5호선 굽은다리(강동구민회관앞),689.5457445286728,굽은다리,굽은다리역 마포껍데기,https://pcmap.place.naver.com/restaurant/20640287/review/visitor#
4177,향토길,한식,한식/백반/한정식,서울특별시 강동구 암사길 66-1,5호선 굽은다리(강동구민회관앞),804.8428912862645,굽은다리,굽은다리역 향토길,https://pcmap.place.naver.com/restaurant/1330271579/review/visitor#
4178,더완벽한김밥,분식,라면김밥분식,서울특별시 마포구 도화길 35,경의중앙 공덕,249.4192369005732,공덕,공덕역 더완벽한김밥,https://pcmap.place.naver.com/restaurant/36188781/review/visitor#
4179,시카고피자,패스트푸드,피자전문,서울특별시 강남구 도산대로11길 15,3호선 신사,264.563503355823,신사,신사역 시카고피자,https://pcmap.place.naver.com/restaurant/1044028187/review/visitor#
4180,코와핀,커피점/카페,커피전문점/카페/다방,서울특별시 동대문구 왕산로 205,경의중앙 청량리,147.53207224256298,청량리,청량리역 코와핀,https://pcmap.place.naver.com/restaurant/37899017/review/visitor#
4181,간단하지만특별한화피디Cafe,커피점/카페,커피전문점/카페/다방,서울특별시 영등포구 선유동1로 71,5호선 영등포구청,308.86691333705045,영등포구청,영등포구청역 간단하지만특별한화피디Cafe,
4182,대가참치,일식/수산물,참치전문점,서울특별시 동대문구 천호대로85길 11,5호선 장한평,199.23665069748435,장한평,장한평역 대가참치,https://pcmap.place.naver.com/restaurant/1156734375/review/visitor#
4183,도쿄짬뽕,중식,중국음식/중국집,서울특별시 강북구 도봉로 62,4호선 미아사거리,61.39703808746229,미아사거리,미아사거리역 도쿄짬뽕,https://pcmap.place.naver.com/restaurant/290816872/review/visitor#
4184,까페고센,커피점/카페,커피전문점/카페/다방,서울특별시 송파구 양산로 11,5호선 거여,274.9907908707207,거여,거여역 까페고센,
